veil-color,habitat,ring-type,cap-shape,spore-print-color,cap-color,gill-attachment,veil-type,gill-color,gill-spacing,cap-surface,class
3,3,3,0,7,1,2,0,1,1,2,Yes
3,3,3,0,7,3,2,0,9,1,11,Yes
3,3,3,0,7,1,2,0,9,1,2,Yes
3,3,3,0,7,0,2,0,1,1,2,Yes
3,3,3,0,7,0,2,0,1,1,2,Yes
3,3,3,0,7,0,2,0,1,1,11,Yes
3,3,3,0,7,1,2,0,9,1,2,Yes
3,3,3,0,7,1,2,0,9,1,11,Yes
3,3,3,0,7,0,2,0,1,1,11,Yes
3,3,3,0,7,1,2,0,9,1,2,Yes
3,3,3,0,7,0,2,0,9,1,2,Yes
3,3,3,0,7,3,2,0,1,1,2,Yes
3,3,3,0,7,0,2,0,9,1,2,Yes
3,3,3,0,7,0,2,0,1,1,11,Yes
3,3,3,0,7,0,2,0,9,1,11,Yes
3,3,3,0,7,1,2,0,9,1,11,Yes
3,3,3,0,7,0,2,0,1,1,2,Yes
3,3,3,0,7,0,2,0,1,1,11,Yes
3,3,3,0,7,0,2,0,1,1,2,Yes
3,3,3,0,7,3,2,0,1,1,11,Yes
3,3,3,0,7,0,2,0,9,1,2,Yes
3,3,3,0,7,1,2,0,9,1,11,Yes
3,3,3,0,7,1,2,0,1,1,2,Yes
3,3,3,0,7,3,2,0,9,1,2,Yes
3,3,3,0,7,1,2,0,1,1,2,Yes
3,3,3,0,7,1,2,0,9,1,2,Yes
3,3,3,0,7,0,2,0,1,1,11,Yes
3,3,3,0,7,1,2,0,9,1,11,Yes
3,3,3,0,7,1,2,0,1,1,2,Yes
3,3,3,0,7,1,2,0,9,1,11,Yes
3,3,3,0,7,0,2,0,9,1,2,Yes
3,3,3,0,7,3,2,0,1,1,2,Yes
3,3,3,0,7,1,2,0,9,1,11,Yes
3,3,3,0,7,0,2,0,9,1,11,Yes
3,3,3,0,7,0,2,0,1,1,11,Yes
3,3,3,0,7,3,2,0,9,1,2,Yes
3,3,3,0,7,3,2,0,1,1,2,Yes
3,3,3,0,7,0,2,0,1,1,2,Yes
3,4,3,2,7,1,2,0,4,4,11,Yes
3,4,3,2,7,3,2,0,9,4,11,Yes
3,0,3,3,7,10,2,0,11,4,11,Yes
3,0,3,3,7,3,2,0,4,4,11,Yes
3,4,3,3,7,10,2,0,9,4,11,Yes
3,0,3,3,7,3,2,0,4,4,11,Yes
3,4,3,3,7,10,2,0,11,4,11,Yes
3,0,3,3,7,1,2,0,9,4,11,Yes
3,0,3,2,7,0,2,0,9,4,11,Yes
3,0,3,0,7,3,2,0,11,4,11,Yes
3,0,3,3,7,0,2,0,11,4,11,Yes
3,0,3,0,7,3,2,0,4,4,11,Yes
3,3,3,0,7,0,2,0,9,4,11,Yes
3,4,3,2,7,10,2,0,9,4,11,Yes
3,4,3,2,7,1,2,0,9,4,11,Yes
3,0,3,2,7,10,2,0,11,4,11,Yes
3,3,3,3,7,10,2,0,4,4,11,Yes
3,3,3,3,7,1,2,0,4,4,11,Yes
3,0,3,3,7,0,2,0,11,4,11,Yes
3,4,3,0,7,10,2,0,4,4,11,Yes
3,4,3,2,7,1,2,0,9,4,11,Yes
3,4,3,0,7,1,2,0,9,4,11,Yes
3,0,3,0,7,10,2,0,11,4,11,Yes
3,4,3,2,7,0,2,0,11,4,11,Yes
3,0,3,0,7,1,2,0,9,4,11,Yes
3,4,3,0,7,1,2,0,4,4,11,Yes
3,0,3,2,7,3,2,0,4,4,11,Yes
3,4,3,2,7,3,2,0,4,4,11,Yes
3,4,3,3,7,10,2,0,9,4,11,Yes
3,3,3,2,7,0,2,0,11,4,11,Yes
3,4,3,3,7,3,2,0,4,4,11,Yes
3,3,3,2,7,0,2,0,11,4,11,Yes
3,0,3,3,7,3,2,0,4,4,11,Yes
3,0,3,0,7,0,2,0,4,4,11,Yes
3,0,3,0,7,3,2,0,9,4,11,Yes
3,4,3,0,7,0,2,0,11,4,11,Yes
3,0,3,0,7,10,2,0,9,4,11,Yes
3,3,3,3,7,0,2,0,11,4,11,Yes
3,0,3,3,7,0,2,0,11,4,11,Yes
3,4,3,2,7,0,2,0,11,4,11,Yes
3,4,3,2,7,0,2,0,11,4,11,Yes
3,0,3,3,7,1,2,0,9,4,11,Yes
3,4,3,2,7,1,2,0,11,4,11,Yes
3,4,3,2,7,3,2,0,11,4,11,Yes
3,3,3,2,7,10,2,0,4,4,11,Yes
3,4,3,2,7,10,2,0,9,4,11,Yes
3,0,3,2,7,10,2,0,9,4,11,Yes
3,3,3,3,7,0,2,0,4,4,11,Yes
3,3,3,0,7,1,2,0,4,4,11,Yes
3,0,3,0,7,0,2,0,11,4,11,Yes
3,0,3,0,7,1,2,0,11,4,11,Yes
3,0,3,3,7,0,2,0,4,4,11,Yes
3,3,3,0,7,10,2,0,11,4,11,Yes
3,3,3,0,7,1,2,0,4,4,11,Yes
3,3,3,3,7,0,2,0,11,4,11,Yes
3,4,3,2,7,0,2,0,11,4,11,Yes
3,0,3,2,7,3,2,0,11,4,11,Yes
3,0,3,0,7,0,2,0,11,4,11,Yes
3,4,3,2,7,0,2,0,11,4,11,Yes
3,4,3,0,7,1,2,0,4,4,11,Yes
3,4,3,0,7,10,2,0,11,4,11,Yes
3,3,3,2,7,0,2,0,4,4,11,Yes
3,3,3,0,7,10,2,0,4,4,11,Yes
3,4,3,0,7,10,2,0,11,4,11,Yes
3,0,3,0,7,10,2,0,9,4,11,Yes
3,4,3,0,7,1,2,0,9,4,11,Yes
3,3,3,0,7,0,2,0,9,4,11,Yes
3,3,3,3,7,3,2,0,9,4,11,Yes
3,3,3,3,7,10,2,0,11,4,11,Yes
3,4,3,2,7,1,2,0,9,4,11,Yes
3,0,3,3,7,0,2,0,11,4,11,Yes
3,3,3,0,7,3,2,0,9,4,11,Yes
3,0,3,0,7,1,2,0,11,4,11,Yes
3,0,3,2,7,10,2,0,9,4,11,Yes
3,3,3,0,7,10,2,0,4,4,11,Yes
3,3,3,2,7,0,2,0,4,4,11,Yes
3,3,3,2,7,0,2,0,4,4,11,Yes
3,0,3,3,7,10,2,0,9,4,11,Yes
3,3,3,0,7,10,2,0,4,4,11,Yes
3,4,3,0,7,10,2,0,11,4,11,Yes
3,4,3,2,7,3,2,0,4,4,11,Yes
3,4,3,0,7,10,2,0,9,4,11,Yes
3,0,3,2,7,1,2,0,4,4,11,Yes
3,0,3,3,7,10,2,0,4,4,11,Yes
3,4,3,2,7,1,2,0,4,4,11,Yes
3,4,3,0,7,0,2,0,4,4,11,Yes
3,0,3,2,7,0,2,0,4,4,11,Yes
3,3,3,3,7,3,2,0,11,4,11,Yes
3,4,3,3,7,0,2,0,9,4,11,Yes
3,4,3,0,7,10,2,0,9,4,11,Yes
3,4,3,3,7,0,2,0,11,4,11,Yes
3,3,3,2,7,10,2,0,9,4,11,Yes
3,4,3,3,7,3,2,0,4,4,11,Yes
3,4,3,2,7,0,2,0,9,4,11,Yes
3,4,3,3,7,10,2,0,9,4,11,Yes
3,4,3,3,7,3,2,0,9,4,11,Yes
3,3,3,0,7,3,2,0,4,4,11,Yes
3,4,3,3,7,1,2,0,11,4,11,Yes
3,3,3,0,7,0,2,0,4,4,11,Yes
3,4,3,2,7,10,2,0,11,4,11,Yes
3,0,3,3,7,3,2,0,11,4,11,Yes
3,4,3,3,7,1,2,0,9,4,11,Yes
3,3,3,0,7,10,2,0,4,4,11,Yes
3,0,3,0,7,10,2,0,4,4,11,Yes
3,3,3,2,7,10,2,0,4,4,11,Yes
3,4,3,3,7,0,2,0,11,4,11,Yes
3,4,3,3,7,1,2,0,9,4,11,Yes
3,4,3,3,7,10,2,0,4,4,11,Yes
3,3,3,3,7,3,2,0,4,4,11,Yes
3,0,3,0,7,3,2,0,9,4,11,Yes
3,0,3,3,7,3,2,0,9,4,11,Yes
3,3,3,2,7,1,2,0,11,4,11,Yes
3,3,3,3,7,10,2,0,11,4,11,Yes
3,3,3,3,7,10,2,0,9,4,11,Yes
3,0,3,0,7,10,2,0,11,4,11,Yes
3,0,3,0,7,1,2,0,9,4,11,Yes
3,0,3,3,7,10,2,0,9,4,11,Yes
3,0,3,0,7,10,2,0,11,4,11,Yes
3,3,3,3,7,10,2,0,4,4,11,Yes
3,4,3,3,7,10,2,0,11,4,11,Yes
3,4,3,2,7,10,2,0,4,4,11,Yes
3,4,3,3,7,0,2,0,9,4,11,Yes
3,0,3,3,7,0,2,0,11,4,11,Yes
3,3,3,3,7,3,2,0,4,4,11,Yes
3,4,3,0,7,0,2,0,4,4,11,Yes
3,3,3,0,7,1,2,0,4,4,11,Yes
3,3,3,3,7,1,2,0,9,4,11,Yes
3,4,3,3,7,0,2,0,9,4,11,Yes
3,3,3,3,7,3,2,0,9,4,11,Yes
3,4,3,3,7,0,2,0,9,4,11,Yes
3,3,3,3,7,0,2,0,9,4,11,Yes
3,4,3,3,7,0,2,0,4,4,11,Yes
3,3,3,0,7,1,2,0,9,4,11,Yes
3,0,3,2,7,3,2,0,4,4,11,Yes
3,3,3,0,7,3,2,0,11,4,11,Yes
3,4,3,2,7,1,2,0,4,4,11,Yes
3,3,3,0,7,0,2,0,9,4,11,Yes
3,4,3,2,7,10,2,0,4,4,11,Yes
3,3,3,3,7,10,2,0,11,4,11,Yes
3,0,3,0,7,3,2,0,9,4,11,Yes
3,3,3,3,7,1,2,0,4,4,11,Yes
3,4,3,0,7,10,2,0,4,4,11,Yes
3,3,3,3,7,0,2,0,11,4,11,Yes
3,0,3,2,7,0,2,0,11,4,11,Yes
3,4,3,0,7,3,2,0,11,4,11,Yes
3,4,3,3,7,1,2,0,11,4,11,Yes
3,4,3,0,7,10,2,0,9,4,11,Yes
3,3,3,0,7,10,2,0,4,4,11,Yes
3,3,3,2,7,3,2,0,9,4,11,Yes
3,4,3,0,7,10,2,0,9,4,11,Yes
3,0,3,2,7,3,2,0,11,4,11,Yes
3,4,3,0,7,3,2,0,4,4,11,Yes
3,0,3,3,7,0,2,0,11,4,11,Yes
3,3,3,2,7,3,2,0,9,4,11,Yes
3,4,3,0,7,0,2,0,11,4,11,Yes
3,0,3,0,7,0,2,0,9,4,11,Yes
3,3,3,2,7,1,2,0,9,4,11,Yes
3,0,3,3,7,3,2,0,4,4,11,Yes
3,0,3,0,7,0,2,0,4,4,11,Yes
3,4,3,3,7,3,2,0,11,4,11,Yes
3,3,3,2,7,0,2,0,11,4,11,Yes
3,4,3,0,7,0,2,0,4,4,11,Yes
3,0,3,3,7,1,2,0,11,4,11,Yes
3,4,3,0,7,0,2,0,11,4,11,Yes
3,3,3,3,7,3,2,0,9,4,11,Yes
3,4,3,3,7,1,2,0,9,4,11,Yes
3,3,3,2,7,0,2,0,11,4,11,Yes
3,4,3,3,7,3,2,0,11,4,11,Yes
3,0,3,2,7,0,2,0,4,4,11,Yes
3,3,3,0,7,10,2,0,4,4,11,Yes
3,0,3,3,7,3,2,0,4,4,11,Yes
3,0,3,3,7,1,2,0,9,4,11,Yes
3,0,3,3,7,3,2,0,4,4,11,Yes
3,3,3,3,7,3,2,0,9,4,11,Yes
3,3,3,0,7,10,2,0,11,4,11,Yes
3,3,3,3,7,10,2,0,11,4,11,Yes
3,3,3,2,7,10,2,0,9,4,11,Yes
3,3,3,0,7,0,2,0,9,4,11,Yes
3,4,3,3,7,0,2,0,9,4,11,Yes
3,0,3,0,7,3,2,0,9,4,11,Yes
3,4,3,2,7,0,2,0,4,4,11,Yes
3,4,3,3,7,10,2,0,9,4,11,Yes
3,4,3,0,7,10,2,0,4,4,11,Yes
3,3,3,2,7,1,2,0,9,4,11,Yes
3,4,3,0,7,10,2,0,4,4,11,Yes
3,4,3,0,7,3,2,0,4,4,11,Yes
3,4,3,2,7,0,2,0,11,4,11,Yes
3,4,3,3,7,10,2,0,11,4,11,Yes
3,3,3,2,7,1,2,0,11,4,11,Yes
3,0,3,3,7,3,2,0,11,4,11,Yes
3,3,3,0,7,1,2,0,11,4,11,Yes
3,0,3,3,7,0,2,0,9,4,11,Yes
3,4,3,3,7,10,2,0,11,4,11,Yes
3,0,3,3,7,1,2,0,11,4,11,Yes
3,3,3,2,7,10,2,0,11,4,11,Yes
3,3,3,2,7,10,2,0,4,4,11,Yes
3,3,3,2,7,10,2,0,4,4,11,Yes
3,3,3,2,7,3,2,0,4,4,11,Yes
3,3,3,3,7,3,2,0,4,4,11,Yes
3,0,3,3,7,0,2,0,4,4,11,Yes
3,3,3,0,7,10,2,0,4,4,11,Yes
3,0,3,0,7,1,2,0,11,4,11,Yes
3,3,3,3,7,10,2,0,9,4,11,Yes
3,3,3,0,7,0,2,0,9,4,11,Yes
3,4,3,2,7,10,2,0,4,4,11,Yes
3,4,3,3,7,3,2,0,9,4,11,Yes
3,4,3,0,7,3,2,0,11,4,11,Yes
3,3,3,0,7,10,2,0,11,4,11,Yes
3,4,3,0,7,1,2,0,4,4,11,Yes
3,0,3,3,7,10,2,0,9,4,11,Yes
3,3,3,3,7,1,2,0,9,4,11,Yes
3,3,3,3,7,0,2,0,4,4,11,Yes
3,3,3,3,7,1,2,0,4,4,11,Yes
3,3,3,0,7,3,2,0,4,4,11,Yes
3,4,3,0,7,0,2,0,11,4,11,Yes
3,0,3,2,7,1,2,0,9,4,11,Yes
3,4,3,3,7,3,2,0,11,4,11,Yes
3,0,3,3,7,0,2,0,11,4,11,Yes
3,3,3,0,7,3,2,0,4,4,11,Yes
3,3,3,2,7,10,2,0,11,4,11,Yes
3,3,3,0,7,1,2,0,11,4,11,Yes
3,0,3,0,7,0,2,0,4,4,11,Yes
3,3,3,0,7,1,2,0,9,4,11,Yes
3,0,3,0,7,0,2,0,9,4,11,Yes
3,4,3,0,7,1,2,0,11,4,11,Yes
3,3,3,2,7,10,2,0,11,4,11,Yes
3,4,3,0,7,3,2,0,11,4,11,Yes
3,3,3,2,7,0,2,0,11,4,11,Yes
3,4,3,0,7,0,2,0,11,4,11,Yes
3,4,3,2,7,3,2,0,11,4,11,Yes
3,4,3,2,7,0,2,0,4,4,11,Yes
3,3,3,0,7,10,2,0,4,4,11,Yes
3,0,3,2,7,10,2,0,4,4,11,Yes
3,4,3,0,7,3,2,0,4,4,11,Yes
3,0,3,3,7,3,2,0,11,4,11,Yes
3,3,3,2,7,10,2,0,4,4,11,Yes
3,3,3,0,7,3,2,0,9,4,11,Yes
3,4,3,3,7,10,2,0,9,4,11,Yes
3,3,3,2,7,0,2,0,11,4,11,Yes
3,4,3,2,7,3,2,0,4,4,11,Yes
3,4,3,3,7,0,2,0,9,4,11,Yes
3,3,3,0,7,10,2,0,11,4,11,Yes
3,3,3,0,7,3,2,0,11,4,11,Yes
3,3,3,0,7,3,2,0,9,4,11,Yes
3,3,3,3,7,3,2,0,4,4,11,Yes
3,3,3,3,7,10,2,0,4,4,11,Yes
3,0,3,0,7,1,2,0,4,4,11,Yes
3,3,3,2,7,10,2,0,11,4,11,Yes
3,0,3,2,7,1,2,0,4,4,11,Yes
3,0,3,2,7,3,2,0,9,4,11,Yes
3,4,3,0,7,10,2,0,4,4,11,Yes
3,3,3,3,7,0,2,0,9,4,11,Yes
3,3,3,3,7,0,2,0,9,4,11,Yes
3,3,3,0,7,10,2,0,9,4,11,Yes
3,0,3,2,7,0,2,0,4,4,11,Yes
3,0,3,3,7,0,2,0,11,4,11,Yes
3,0,3,2,7,1,2,0,11,4,11,Yes
3,0,3,0,7,1,2,0,9,4,11,Yes
3,0,3,2,7,10,2,0,11,4,11,Yes
3,4,3,0,7,0,2,0,11,4,11,Yes
3,3,3,2,7,1,2,0,11,4,11,Yes
3,3,3,3,7,0,2,0,9,4,11,Yes
3,4,3,2,7,1,2,0,4,4,11,Yes
3,0,3,3,7,3,2,0,9,4,11,Yes
3,4,3,2,7,3,2,0,4,4,11,Yes
3,3,3,2,7,3,2,0,9,4,11,Yes
3,4,3,0,7,0,2,0,4,4,11,Yes
3,4,3,0,7,10,2,0,11,4,11,Yes
3,4,3,2,7,1,2,0,4,4,11,Yes
3,3,3,0,7,0,2,0,11,4,11,Yes
3,0,3,2,7,10,2,0,4,4,11,Yes
3,3,3,0,7,10,2,0,9,4,11,Yes
3,3,3,2,7,10,2,0,4,4,11,Yes
3,0,3,0,7,1,2,0,11,4,11,Yes
3,4,3,2,7,1,2,0,11,4,11,Yes
3,3,3,3,7,10,2,0,4,4,11,Yes
3,0,3,0,7,10,2,0,9,4,11,Yes
3,4,3,0,7,10,2,0,4,4,11,Yes
3,4,3,3,7,10,2,0,9,4,11,Yes
3,4,3,3,7,1,2,0,9,4,11,Yes
3,0,3,0,7,0,2,0,4,4,11,Yes
3,4,3,2,7,1,2,0,9,4,11,Yes
3,3,3,2,7,0,2,0,4,4,11,Yes
3,3,3,3,7,1,2,0,11,4,11,Yes
3,0,3,3,7,3,2,0,9,4,11,Yes
3,0,3,0,7,1,2,0,9,4,11,Yes
3,3,3,0,7,1,2,0,4,4,11,Yes
3,4,3,3,7,0,2,0,4,4,11,Yes
3,0,3,2,7,1,2,0,11,4,11,Yes
3,3,3,0,7,10,2,0,9,4,11,Yes
3,0,3,2,7,1,2,0,4,4,11,Yes
3,0,3,0,7,3,2,0,9,4,11,Yes
3,0,3,0,7,10,2,0,9,4,11,Yes
3,3,3,3,7,10,2,0,11,4,11,Yes
3,3,3,2,7,3,2,0,9,4,11,Yes
3,3,3,2,7,3,2,0,9,4,11,Yes
3,0,3,0,7,3,2,0,9,4,11,Yes
3,0,3,3,7,3,2,0,11,4,11,Yes
3,3,3,0,7,10,2,0,4,4,11,Yes
3,0,3,3,7,10,2,0,9,4,11,Yes
3,4,3,3,7,0,2,0,4,4,11,Yes
3,4,3,0,7,3,2,0,4,4,11,Yes
3,3,3,2,7,0,2,0,4,4,11,Yes
3,3,3,2,7,10,2,0,9,4,11,Yes
3,0,3,3,7,3,2,0,11,4,11,Yes
3,4,3,0,7,10,2,0,9,4,11,Yes
3,4,3,0,7,0,2,0,11,4,11,Yes
3,0,3,0,7,10,2,0,11,4,11,Yes
3,4,3,0,7,3,2,0,9,4,11,Yes
3,3,3,0,7,10,2,0,11,4,11,Yes
3,4,3,3,7,1,2,0,4,4,11,Yes
3,0,3,2,7,3,2,0,4,4,11,Yes
3,0,3,2,7,3,2,0,11,4,11,Yes
3,3,3,3,7,10,2,0,11,4,11,Yes
3,4,3,2,7,1,2,0,9,4,11,Yes
3,0,3,2,7,10,2,0,9,4,11,Yes
3,0,3,0,7,10,2,0,11,4,11,Yes
3,0,3,0,7,10,2,0,9,4,11,Yes
3,3,3,3,7,3,2,0,11,4,11,Yes
3,3,3,2,7,10,2,0,4,4,11,Yes
3,4,3,3,7,10,2,0,9,4,11,Yes
3,0,3,3,7,0,2,0,11,4,11,Yes
3,0,3,0,7,0,2,0,9,4,11,Yes
3,4,3,2,7,1,2,0,9,4,11,Yes
3,3,3,3,7,1,2,0,11,4,11,Yes
3,0,3,2,7,1,2,0,11,4,11,Yes
3,4,3,0,7,1,2,0,4,4,11,Yes
3,0,3,0,7,0,2,0,4,4,11,Yes
3,3,3,3,7,1,2,0,4,4,11,Yes
3,0,3,2,7,1,2,0,4,4,11,Yes
3,3,3,0,7,10,2,0,4,4,11,Yes
3,3,3,0,7,0,2,0,11,4,11,Yes
3,4,3,3,7,0,2,0,11,4,11,Yes
3,0,3,0,7,10,2,0,11,4,11,Yes
3,3,3,3,7,0,2,0,11,4,11,Yes
3,3,3,0,7,1,2,0,11,4,11,Yes
3,4,3,0,7,1,2,0,4,4,11,Yes
3,4,3,3,7,10,2,0,9,4,11,Yes
3,3,3,0,7,10,2,0,11,4,11,Yes
3,3,3,3,7,0,2,0,4,4,11,Yes
3,4,3,0,7,1,2,0,9,4,11,Yes
3,3,3,0,7,1,2,0,9,4,11,Yes
3,0,3,0,7,10,2,0,4,4,11,Yes
3,0,3,0,7,10,2,0,4,4,11,Yes
3,4,3,0,7,0,2,0,9,4,11,Yes
3,4,3,0,7,3,2,0,4,4,11,Yes
3,3,3,3,7,1,2,0,9,4,11,Yes
3,0,3,3,7,1,2,0,11,4,11,Yes
3,4,3,3,7,1,2,0,11,4,11,Yes
3,3,3,3,7,1,2,0,4,4,11,Yes
3,0,3,2,7,10,2,0,11,4,11,Yes
3,3,3,2,7,1,2,0,11,4,11,Yes
3,4,3,2,7,0,2,0,9,4,11,Yes
3,3,3,0,7,11,2,0,2,4,4,Yes
3,3,3,0,7,11,2,0,9,4,4,Yes
3,3,3,0,7,3,2,0,9,4,4,Yes
3,3,3,0,7,3,2,0,9,4,4,Yes
3,3,3,0,7,11,2,0,2,4,4,Yes
3,3,3,0,7,11,2,0,9,4,4,Yes
3,3,3,2,7,11,2,0,2,4,4,Yes
3,3,3,0,7,3,2,0,9,4,4,Yes
3,3,3,0,7,11,2,0,2,4,4,Yes
3,3,3,2,7,3,2,0,9,4,4,Yes
3,3,3,0,7,11,2,0,2,4,4,Yes
3,3,3,0,7,11,2,0,9,4,4,Yes
3,3,3,0,7,11,2,0,2,4,4,Yes
3,3,3,2,7,3,2,0,2,4,4,Yes
3,3,3,0,7,3,2,0,2,4,4,Yes
3,3,3,2,7,3,2,0,2,4,4,Yes
3,3,3,2,7,3,2,0,9,4,4,Yes
3,3,3,0,7,11,2,0,9,4,4,Yes
3,3,3,0,7,3,2,0,9,4,4,Yes
3,3,3,0,7,3,2,0,2,4,4,Yes
3,3,3,0,7,11,2,0,2,4,4,Yes
3,3,3,0,7,3,2,0,9,4,4,Yes
3,3,3,0,7,3,2,0,9,4,4,Yes
3,3,3,0,7,11,2,0,9,4,4,Yes
3,3,3,2,7,11,2,0,2,4,4,Yes
3,3,3,0,7,3,2,0,9,4,4,Yes
3,3,3,2,7,3,2,0,9,4,4,Yes
3,3,3,0,7,11,2,0,2,4,4,Yes
3,3,3,2,7,11,2,0,2,4,4,Yes
3,3,3,0,7,11,2,0,9,4,4,Yes
3,3,3,0,7,11,2,0,2,4,4,Yes
3,3,3,0,7,11,2,0,9,4,4,Yes
3,3,3,0,7,3,2,0,9,4,4,Yes
3,3,3,0,7,3,2,0,2,4,4,Yes
3,3,3,0,7,11,2,0,9,4,4,Yes
3,3,3,2,7,3,2,0,2,4,4,Yes
3,3,3,0,7,11,2,0,2,4,4,Yes
3,3,3,0,7,11,2,0,2,4,4,Yes
3,3,3,0,7,11,2,0,2,4,4,Yes
3,3,3,0,7,3,2,0,9,4,4,Yes
3,3,3,0,7,3,2,0,9,4,4,Yes
3,3,3,2,7,3,2,0,2,4,4,Yes
3,3,3,2,7,11,2,0,2,4,4,Yes
3,3,3,0,7,3,2,0,2,4,4,Yes
3,3,3,2,7,3,2,0,9,4,4,Yes
3,3,3,0,7,3,2,0,9,4,4,Yes
3,3,3,0,7,3,2,0,9,4,4,Yes
3,3,3,0,7,3,2,0,9,4,4,Yes
3,3,3,2,7,11,2,0,2,4,4,Yes
3,3,3,2,7,11,2,0,9,4,4,Yes
3,3,3,2,7,3,2,0,9,4,4,Yes
3,3,3,2,7,3,2,0,2,4,4,Yes
3,3,3,0,7,11,2,0,9,4,4,Yes
3,3,3,2,7,11,2,0,9,4,4,Yes
3,3,3,2,7,11,2,0,9,4,4,Yes
3,3,3,2,7,11,2,0,2,4,4,Yes
3,3,3,2,7,11,2,0,2,4,4,Yes
3,3,3,0,7,11,2,0,2,4,4,Yes
3,3,3,0,7,3,2,0,2,4,4,Yes
3,3,3,2,7,11,2,0,9,4,4,Yes
3,3,3,0,7,11,2,0,9,4,4,Yes
3,3,3,0,7,3,2,0,9,4,4,Yes
3,3,3,0,7,11,2,0,2,4,4,Yes
3,3,3,2,7,11,2,0,9,4,4,Yes
3,3,3,0,7,11,2,0,2,4,4,Yes
3,3,3,2,7,11,2,0,9,4,4,Yes
3,3,3,2,7,11,2,0,2,4,4,Yes
3,3,3,2,7,11,2,0,2,4,4,Yes
3,3,3,2,7,11,2,0,9,4,4,Yes
3,3,3,2,7,11,2,0,2,4,4,Yes
3,3,3,0,7,11,2,0,9,4,4,Yes
3,3,3,2,7,11,2,0,2,4,4,Yes
3,3,3,0,7,11,2,0,2,4,4,Yes
3,3,3,2,7,3,2,0,9,4,4,Yes
3,3,3,2,7,11,2,0,9,4,4,Yes
3,3,3,2,7,3,2,0,2,4,4,Yes
3,3,3,0,7,3,2,0,2,4,4,Yes
3,3,3,0,7,11,2,0,2,4,4,Yes
3,3,3,2,7,3,2,0,2,4,4,Yes
3,3,3,0,7,3,2,0,2,4,4,Yes
3,3,3,0,7,11,2,0,9,4,4,Yes
3,3,3,0,7,3,2,0,9,4,4,Yes
3,3,3,0,7,3,2,0,9,4,4,Yes
3,3,3,0,7,11,2,0,9,4,4,Yes
3,3,3,0,7,11,2,0,2,4,4,Yes
3,3,3,0,7,3,2,0,2,4,4,Yes
3,3,3,2,7,3,2,0,2,4,4,Yes
3,3,3,0,7,11,2,0,9,4,4,Yes
3,3,3,0,7,3,2,0,2,4,4,Yes
3,3,3,0,7,3,2,0,9,4,4,Yes
3,3,3,2,7,11,2,0,2,4,4,Yes
3,3,3,2,7,11,2,0,9,4,4,Yes
3,3,3,0,7,3,2,0,2,4,4,Yes
3,3,3,2,7,11,2,0,9,4,4,Yes
3,3,3,0,7,11,2,0,2,4,4,Yes
3,3,3,2,7,3,2,0,9,4,4,Yes
3,3,3,2,7,11,2,0,9,4,4,Yes
3,3,3,2,7,11,2,0,9,4,4,Yes
3,3,3,2,7,3,2,0,2,4,4,Yes
3,3,3,2,7,3,2,0,9,4,4,Yes
3,3,3,2,7,3,2,0,9,4,4,Yes
3,3,3,2,7,3,2,0,9,4,4,Yes
3,3,3,2,7,3,2,0,9,4,4,Yes
3,3,3,2,7,3,2,0,9,4,4,Yes
3,3,3,0,7,11,2,0,9,4,4,Yes
3,3,3,2,7,11,2,0,9,4,4,Yes
3,3,3,0,7,3,2,0,2,4,4,Yes
3,3,3,0,7,3,2,0,9,4,4,Yes
3,3,3,2,7,3,2,0,2,4,4,Yes
3,3,3,0,7,3,2,0,2,4,4,Yes
3,3,3,0,7,11,2,0,9,4,4,Yes
3,3,3,2,7,3,2,0,9,4,4,Yes
3,3,3,0,7,11,2,0,9,4,4,Yes
3,3,3,2,7,3,2,0,2,4,4,Yes
3,3,3,2,7,11,2,0,2,4,4,Yes
3,3,3,2,7,3,2,0,2,4,4,Yes
3,3,3,2,7,3,2,0,9,4,4,Yes
3,3,3,0,7,11,2,0,2,4,4,Yes
3,3,3,0,7,3,2,0,2,4,4,Yes
3,3,3,2,7,11,2,0,2,4,4,Yes
3,3,3,2,7,3,2,0,9,4,4,Yes
3,3,3,0,7,3,2,0,2,4,4,Yes
3,3,3,2,7,3,2,0,9,4,4,Yes
3,3,3,0,7,3,2,0,2,4,4,Yes
3,3,3,2,7,11,2,0,2,4,4,Yes
3,3,3,0,7,3,2,0,9,4,4,Yes
3,3,3,2,7,11,2,0,9,4,4,Yes
3,3,3,2,7,11,2,0,2,4,4,Yes
3,3,3,2,7,11,2,0,2,4,4,Yes
3,3,3,2,7,11,2,0,9,4,4,Yes
3,3,3,2,7,3,2,0,9,4,4,Yes
3,3,3,0,7,11,2,0,2,4,4,Yes
3,3,3,0,7,11,2,0,9,4,4,Yes
3,3,3,0,7,3,2,0,2,4,4,Yes
3,3,3,0,7,11,2,0,2,4,4,Yes
3,3,3,0,7,11,2,0,2,4,4,Yes
3,3,3,2,7,3,2,0,9,4,4,Yes
3,3,3,2,7,3,2,0,9,4,4,Yes
3,3,3,0,7,3,2,0,9,4,4,Yes
3,3,3,2,7,11,2,0,2,4,4,Yes
3,3,3,0,7,11,2,0,2,4,4,Yes
3,3,3,0,7,3,2,0,2,4,4,Yes
3,3,3,2,7,3,2,0,2,4,4,Yes
3,3,3,2,7,11,2,0,2,4,4,Yes
3,3,3,0,7,3,2,0,2,4,4,Yes
